name,phone,email,email_host,website,category,address,city,state,zip,country,google_rank,facebook_url,instagram_url,twitter_url,linkedin_url,googlestars,googlereviewscount,yelpstars,yelpreviewscount,facebookstars,facebookreviewscount,facebookpixel,googlepixel,criteopixel,seo_schema,googleanalytics,linkedinanalytics,uses_wordpress,mobilefriendly,uses_shopify,domain_registration,domain_expiration,domain_registrar,domain_nameserver,instagram_name,instagram_is_verified,instagram_is_business_account,instagram_media_count,instagram_highlight_reel_count,instagram_followers,instagram_following,instagram_category,instagram_average_likes,instagram_average_comments,ads_yelp,ads_facebook,ads_instagram,ads_messenger,ads_adwords,g_maps,g_maps_claimed,search_keyword,search_city
The Original Ninfa's on Navigation,17132281175,rachel@rachelaustinpr.com,google.com,http://www.ninfas.com/,Mexican restaurant,2704 Navigation Blvd,Houston,TX,77003,US,,https://www.facebook.com/ninfasonnavigation,https://www.instagram.com/ninfasoriginal,,https://www.linkedin.com/company/the-original-ninfa-s,4.4,8179,3.9,2201,,,n,n,n,n,n,n,n,n,n,1970-01-01,1970-01-01,GoDaddy,cloudns.net,The Original Ninfas,,,2298,6,12010,424,,54,5,,,,,,"https://maps.google.com/maps/place/The+Original+Ninfa's+on+Navigation/@29.7569104,-95.3425357,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2FBEFDD8FC0214DB!8m2!3d29.7569104!4d-95.3425357",claimed,Restaurants,Houston
Sorrento,17135270609,sorrentoristorante@sbcglobal.net,yahoo.com,http://www.sorrentohouston.com/,Italian restaurant,415 Westheimer Rd,Houston,TX,77006,US,,,,https://www.twitter.com/sorrentohouston,,4.5,937,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Sorrento/@29.7442929,-95.3870211,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFA947901860A8CF2!8m2!3d29.7442929!4d-95.3870211",claimed,Restaurants,Houston
La Griglia,17135264700,lgrg@ldry.com,proofpoint.com,https://www.lagrigliarestaurant.com/location/la-griglia/,Italian restaurant,2817 W Dallas St,Houston,TX,77019,US,,https://www.facebook.com/lagrigliahouston,https://www.instagram.com/lagrigliahouston,,,4.3,1476,,,4,352,n,n,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,La Griglia,1,1,242,6,23069,970,Restaurants,240,7,,,,,,"https://maps.google.com/maps/place/La+Griglia/@29.7572237,-95.3953693,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x316CDF3387E3BFCE!8m2!3d29.7572237!4d-95.3953693",claimed,Restaurants,Houston
Osso &amp; Kristalla,17132216666,gm@ossoandkristalla.com,google.com,http://www.ossoandkristalla.com/,Italian restaurant,1515 Texas Ave,Houston,TX,77002,US,,,https://www.instagram.com/ossokristalla,https://www.twitter.com/ossokristalla,https://www.linkedin.com/company/osso-&amp;-kristalla,4.3,1474,3.8,521,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Osso & Kristalla,,1,1691,6,4652,359,Restaurant,6,1,,,,,,"https://maps.google.com/maps/place/Osso+&amp;+Kristalla/@29.7574475,-95.3577881,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF3F30E60BF61FF1E!8m2!3d29.7574475!4d-95.3577881",claimed,Restaurants,Houston
JINYA Ramen Bar - Midtown,18329258596,contact@jinyaholdings.com,outlook.com,https://www.jinyaramenbar.com/locations/houston-midtown/,Ramen restaurant,3201 Louisiana St Suite 105,Houston,TX,77006,US,,,https://www.instagram.com/jinyaramenbar,https://www.twitter.com/jinyaramenbartm,https://www.linkedin.com/company/jinya-holdings-inc,4.8,10272,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,JINYA Ramen Bar,,1,2057,6,176114,873,Entrepreneur,154,6,,,,,1,"https://maps.google.com/maps/place/JINYA+Ramen+Bar+-+Midtown/@29.7427238,-95.3797894,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x44ADBF79B7580C3!8m2!3d29.7427238!4d-95.3797894",claimed,Restaurants,Houston
Fabian's Latin Flavors,17132270440,management@fabianstx.com,google.com,http://www.fabianslatinflav.com/,Latin American restaurant,301 Main St,Houston,TX,77002,US,,,https://www.instagram.com/fabians_htx,,,4.2,2010,3.5,303,,,n,n,n,y,n,n,y,y,n,,,,,Fabians Latin Flavors,,1,1026,4,20487,97,Restaurants,44,6,,,,,,"https://maps.google.com/maps/place/Fabian's+Latin+Flavors/@29.7620188,-95.3606355,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x959F93901F221DD9!8m2!3d29.7620188!4d-95.3606355",claimed,Restaurants,Houston
Rudyards,17139936592,rudzmgmt@hotmail.com,outlook.com,http://rudyardshtx.com/,Bar & grill,2010 Waugh Dr,Houston,TX,77006,US,,,,,,4.5,1945,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,,,,,,,,,,,,,,https://g.page/rudyards_htx,claimed,Restaurants,Houston
Edgars Hermano,17134957854,erica@thewhitehallhouston.com,outlook.com,https://www.edgarshermano.com/,Tex-Mex restaurant,1700 Smith St,Houston,TX,77002,US,,,https://www.instagram.com/thewhitehallhouston,https://www.twitter.com/thewhitehallhou,,4.1,183,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,squarespacedns.com,The Whitehall Hotel,,1,1028,6,1845,98,Hotel,3,,,,,,,https://g.page/EdgarsHermano,claimed,Restaurants,Houston
Shake Shack Downtown Houston,12818001450,ss.redsea-wpksa@alshaya.com,proofpoint.com,https://www.shakeshack.com/location/downtown-houston-tx,Hamburger restaurant,702 Main St,Houston,TX,77002,US,,,,,https://www.linkedin.com/company/shake-shack,4.3,1375,3.4,69,,,n,n,n,n,n,n,n,n,n,1970-01-01,1970-01-01,Csc Corporate Domains,cloudflare.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Shake+Shack+Downtown+Houston/@29.7591942,-95.3634418,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x627B46E3D41B7F4B!8m2!3d29.7591942!4d-95.3634418",claimed,Restaurants,Houston
Cuchara,17139420000,info@cuchararestaurant.com,outlook.com,http://www.cuchararestaurant.com/,Mexican restaurant,214 Fairview St Suite #1,Houston,TX,77006,US,,,https://www.instagram.com/cuchararestaurant,,https://www.linkedin.com/company/cuchara-restaurant,4.3,4568,3.6,155,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Cuchara Restaurant,,1,10218,34,35306,419,Personal blog,53,2,,,,,,https://g.page/CucharaRestaurant,claimed,Restaurants,Houston
Truth BBQ,18328350001,lbotello4@truthbbq.com,google.com,https://www.truthbbq.com/,Barbecue restaurant,110 S Heights Blvd,Houston,TX,77007,US,,,https://www.instagram.com/truth_bbq,,https://www.linkedin.com/company/truth-bbq,4.5,3563,4.4,1342,,,y,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Truth BBQ,1,1,789,3,79379,96,Barbecue Restaurant,1009,25,,,,,,"https://maps.google.com/maps/place/Truth+BBQ/@29.7690777,-95.3976086,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x36DF4CB9B99EB49A!8m2!3d29.7690777!4d-95.3976086",claimed,Restaurants,Houston
China Garden Restaurant,17136520745,tech@originalchinagardenhouston.com,self_hosted,http://www.originalchinagardenhouston.com/,Chinese restaurant,1602 Leeland St,Houston,TX,77003,US,,,,https://www.twitter.com/cgrhouston,,4.3,1176,4,391,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,bluehost.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/China+Garden+Restaurant/@29.7490931,-95.363254,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2E30C47F96F8CD49!8m2!3d29.7490931!4d-95.363254",claimed,Restaurants,Houston
Roost,17135237667,kevin2n1@yahoo.com,yahoo.com,http://www.iloveroost.com/,New American restaurant,1972 Fairview St,Houston,TX,77019,US,,https://www.facebook.com/roosthouston,https://www.instagram.com/iloveroost,https://www.twitter.com/iloveroost,,4.5,522,,,4.5,497,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Roost Houston,1,1,1909,,4677,1828,Restaurant,16,,,,,,,"https://maps.google.com/maps/place/Roost/@29.7448402,-95.4074268,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6EAAC69A76522E22!8m2!3d29.7448402!4d-95.4074268",claimed,Restaurants,Houston
State of Grace,18329425080,stateofgracetx@rocketfarmrestaurants.com,mailprotector.com,http://www.stateofgracetx.com/,New American restaurant,3258 Westheimer Rd,Houston,TX,77098,US,,,https://www.instagram.com/stateofgracetx,https://www.twitter.com/stateofgracehou,,4.6,1882,4.4,1097,,,n,n,n,n,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,State of Grace,,1,1802,4,19260,560,American Restaurant,57,2,,,,,,"https://maps.google.com/maps/place/State+of+Grace/@29.7425,-95.4252778,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD65FF2DA064AA93C!8m2!3d29.7425!4d-95.4252778",claimed,Restaurants,Houston
Snooze an A.M. Eatery,17135746655,eggme@snoozeeatery.com,outlook.com,https://www.snoozeeatery.com/restaurant/texas/montrose/,Breakfast restaurant,3217 Montrose Blvd Suite 100,Houston,TX,77006,US,,https://www.facebook.com/snoozemontrose,https://www.instagram.com/snoozeameatery,https://www.twitter.com/snoozeameatery,https://www.linkedin.com/company/snooze-am-eatery,4.4,3566,4.2,2649,4.1,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Tucows Domains,cloudflare.com,Snooze An A.M. Eatery,1,1,6721,6,165437,6927,Restaurant,197,23,,,,,,"https://maps.google.com/maps/place/Snooze,+an+A.M.+Eatery/@29.7439849,-95.3909575,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xE7B9022C0883521F!8m2!3d29.7439849!4d-95.3909575",claimed,Restaurants,Houston
Boheme,18324627455,events@barboheme.com,google.com,https://www.barboheme.com/,Bar,307 Fairview St,Houston,TX,77006,US,,https://www.facebook.com/bohemehouston,,,https://www.linkedin.com/company/bar-boheme,4.3,2736,,,4,1,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,aws.com,,,,,,,,,,,,1,,,,https://g.page/BarBoheme-Houston,claimed,Restaurants,Houston
The Houston Club,17132253257,alicia.nissel@invitedclubs.com,outlook.com,https://www.invitedclubs.com/clubs/the-houston-club,Social club,910 Louisiana St #4900,Houston,TX,77002,US,,,https://www.instagram.com/thedowntownclub,,https://www.linkedin.com/company/pyramid-club,4.7,313,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Amazon Registrar,aws.com,"The Downtown Club, Houston",,1,778,5,2587,523,Country Club / Clubhouse,13,1,,,,,,"https://maps.google.com/maps/place/The+Houston+Club/@29.7594627,-95.3676873,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x277245DF97102C01!8m2!3d29.7594627!4d-95.3676873",claimed,Restaurants,Houston
Taste Kitchen + Bar,17134855803,,,https://www.tastedowntownhtx.com/,Brunch restaurant,420 Main St,Houston,TX,77002,US,,,https://www.instagram.com/tastekitchenbar,,,4.4,6147,4.1,509,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Taste Kitchen + Bar,1,,3471,5,168334,22,,734,47,,,,,,"https://maps.google.com/maps/place/Taste+Kitchen+++Bar/@29.7610459,-95.3621969,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xB9FF518A37EDECBC!8m2!3d29.7610459!4d-95.3621969",claimed,Restaurants,Houston
Mais Restaurant,17135205300,info@maishouston.com,google.com,http://maishouston.com/,Vietnamese restaurant,3403 Milam St,Houston,TX,77002,US,,,https://www.instagram.com/maisrestauranthtx,https://www.twitter.com/maishouston,,4.2,3536,3.4,1256,,,n,n,n,n,y,n,n,n,n,1970-01-01,1970-01-01,Cloudflare,cloudflare.com,Mais Restaurant,,1,115,3,10860,1,Vietnamese Restaurant,884,23,,,,,,"https://maps.google.com/maps/place/Mais+Restaurant/@29.7411646,-95.3797539,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF04FEAFDFE2A0373!8m2!3d29.7411646!4d-95.3797539",claimed,Restaurants,Houston
Pappasitos Cantina,17133534400,realestate@pappas.com,outlook.com,https://pappasitos.com/,Mexican restaurant,1600 Lamar St,Houston,TX,77003,US,,,https://www.instagram.com/pappasitos,https://www.twitter.com/pappasitostxmex,https://www.linkedin.com/company/pappasito-cantina,4.2,3227,3.4,555,,,n,y,n,n,y,n,n,n,n,1970-01-01,1970-01-01,Network Solutions,cloudflare.com,Pappasito's Cantina,,1,1661,4,14588,174,Restaurant,37,1,,,,,,"https://maps.google.com/maps/place/Pappasitos+Cantina/@29.7514142,-95.3606712,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC9C89014D4D23168!8m2!3d29.7514142!4d-95.3606712",claimed,Restaurants,Houston
Cyclone Anaya's Tex-Mex Kitchen,17135206969,catering@cycloneanaya.com,outlook.com,https://www.cycloneanaya.com/,Tex-Mex restaurant,309 Gray St STE 111,Houston,TX,77002,US,,https://www.facebook.com/cycloneanayasmidtownhou,https://www.instagram.com/cycloneanayas,https://www.twitter.com/cycloneanayas,https://www.linkedin.com/company/cyclone-anaya's-mexican-kitchen,4.6,4699,,,3.6,227,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Cyclone Anaya's | Tex-Mex,,1,2276,4,14895,625,Tex-Mex Restaurant,55,9,,,,,,https://g.page/CycloneAnayasDowntown,claimed,Restaurants,Houston
Backstreet Cafe,17135212239,tracy@backstreetcafe.net,outlook.com,http://www.backstreetcafe.net/,Restaurant,1103 S Shepherd Dr,Houston,TX,77019,US,,,https://www.instagram.com/backstreetcafe,https://www.twitter.com/backstreet_cafe,,4.6,1621,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Dreamhost,hostgator.com,Backstreet Cafe,,1,22,3,54,114,Coffee shop,4,,,,,,,https://g.page/backstreetcafe,claimed,Restaurants,Houston
Hillstone,17135292385,,,https://hillstonerestaurant.com/locations/houston/,American restaurant,4848 Kirby Dr,Houston,TX,77098,US,,https://www.facebook.com/112402342167721,https://www.instagram.com/hillstonerestaurant,,,4.3,3058,,,4,646,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Hillstone Coral Gables,,1,292,,14912,112,American Restaurant,256,5,,,,,,"https://maps.google.com/maps/place/Hillstone/@29.7288564,-95.4189089,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x72D9B49FD8C57AF7!8m2!3d29.7288564!4d-95.4189089",claimed,Restaurants,Houston
Nobie's,13463195919,info@nobieshtx.com,google.com,http://nobieshtx.com/,New American restaurant,2048 Colquitt St,Houston,TX,77098,US,,,https://www.instagram.com/nobieshtx,,,4.6,1042,4.3,682,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Nobies,,1,1392,14,22990,752,Restaurant,244,6,,,,,,"https://maps.google.com/maps/place/Nobie's/@29.7353688,-95.4101071,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x23485422EB663593!8m2!3d29.7353688!4d-95.4101071",claimed,Restaurants,Houston
La Lucha,17139554765,laluchahh@rocketfarmrestaurants.com,mailprotector.com,http://laluchatx.com/,Southern restaurant (US),1801 N Shepherd Dr #A,Houston,TX,77008,US,,,https://www.instagram.com/laluchatx,,,4.6,1583,4.4,984,,,n,y,n,n,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,laluchatx,,1,1484,5,30573,28,Restaurants,48,1,,,,,,"https://maps.google.com/maps/place/La+Lucha/@29.8019317,-95.4109848,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC8CE4B33E1CBD5C5!8m2!3d29.8019317!4d-95.4109848",claimed,Restaurants,Houston
Christian's Tailgate Bar &amp; Grill,17135270261,events@christianstailgate.com,google.com,http://www.christianstailgate.com/,Bar & grill,2000 Bagby St #105/106,Houston,TX,77002,US,,,https://www.instagram.com/christians_tailgate,,,4.2,1098,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Christian's Tailgate,,1,2589,5,6003,1363,Entrepreneur,21,1,,,,,,https://g.page/ChristiansTailgateMidtown,claimed,Restaurants,Houston
Wanna Bao,18326237265,abaobistro@gmail.com,google.com,https://wannabao.com/,Chinese restaurant,2708 Bagby St,Houston,TX,77006,US,,https://www.facebook.com/wannabaobistro,https://www.instagram.com/wannabaobistro,,,4.4,1308,4.1,845,3.5,557,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Wanna Bao,,,,,1437,3,,,,,,,,,"https://maps.google.com/maps/place/Wanna+Bao/@29.747711,-95.3802753,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xCC7EDEB1A514FFD5!8m2!3d29.747711!4d-95.3802753",claimed,Restaurants,Houston
Flying Saucer Draught Emporium,17132289472,sugarlandgm@beerknurd.com,outlook.com,http://www.beerknurd.com/locations/houston-flying-saucer,Restaurant,705 Main St,Houston,TX,77002,US,,,https://www.instagram.com/saucersugarland,https://www.twitter.com/saucersugarland,,4.5,4308,4,827,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Bluehost,hostmonster.com,Flying Saucer Sugar Land,,1,2398,4,2881,1064,Entrepreneur,27,1,,,,,,https://g.page/FlyingSaucerHouston,claimed,Restaurants,Houston
El Tiempo Cantina,17136813645,lorie@eltiempocantina.com,outlook.com,https://www.eltiempocantina.com/,Tex-Mex restaurant,5602 Washington Ave,Houston,TX,77007,US,,,https://www.instagram.com/eltiempocantina,,https://www.linkedin.com/company/el-tiempo-cantina,4.5,3256,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Fajitas & Ritas,1,1,253,5,8257,40,Tex-Mex Restaurant,56,2,,,,,,https://g.page/eltiempowashington,claimed,Restaurants,Houston
Niko Niko's,17135284976,nikonikos@nikonikos.com,outlook.com,http://www.nikonikos.com/,Greek restaurant,2520 Montrose Blvd,Houston,TX,77006,US,,,https://www.instagram.com/nikonikosgreek,https://www.twitter.com/nikonikosgreek,https://www.linkedin.com/company/niko-nikos,4.6,6384,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Register.com - Network Solutions,register.com,Niko Niko's Greek & American,,1,1553,8,6602,299,Greek Restaurant,41,2,,,,,,"https://maps.google.com/maps/place/Niko+Niko's/@29.746524,-95.3921641,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x3134E020C48FE63!8m2!3d29.746524!4d-95.3921641",claimed,Restaurants,Houston
Pondicheri,17135222022,party@pondichericafe.com,solarwindsmsp.com,http://www.pondicheri.com/,Modern Indian restaurant,2800 Kirby Dr b132,Houston,TX,77098,US,,https://www.facebook.com/pondicheri,https://www.instagram.com/pondicheri,https://www.twitter.com/pondicheri,,4.2,2281,,,4.1,449,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Bluehost,bluehost.com,Pondicheri | Bake Lab + Shop,,1,3259,7,16729,1019,Restaurant,68,3,,,,,,"https://maps.google.com/maps/place/Pondicheri/@29.7415299,-95.4195326,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9118DB7B24462427!8m2!3d29.7415299!4d-95.4195326",claimed,Restaurants,Houston
Local Foods,17132554440,tw@localfoodstexas.com,outlook.com,http://www.localfoodstexas.com/,New American restaurant,2555 Kirby Dr,Houston,TX,77019,US,,,https://www.instagram.com/localfoodstexas,,,4.6,2109,,,,,y,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Cloudflare,cloudflare.com,Local Foods,,1,2210,9,39247,3632,Restaurants,65,5,,,,,,"https://maps.google.com/maps/place/Local+Foods/@29.7427042,-95.4181105,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xE13A6E5B95FFFFA4!8m2!3d29.7427042!4d-95.4181105",claimed,Restaurants,Houston
Lucille's,17135682505,tanisha@lucilleshouston.com,bluehost.com,http://www.lucilleshouston.com/,Southern restaurant (US),5512 La Branch St,Houston,TX,77004,US,,,https://www.instagram.com/lucilleshouston,,,4.3,4458,3.9,2043,,,n,n,n,n,n,n,n,n,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Lucille's,,1,1897,5,45431,1128,Entrepreneur,223,7,,,,,,"https://maps.google.com/maps/place/Lucille's/@29.7238227,-95.3850641,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFD5B518446BE8ADA!8m2!3d29.7238227!4d-95.3850641",claimed,Restaurants,Houston
Eunice,18324911717,socialmedia@eunicerestaurant.com,google.com,http://eunicerestaurant.com/,Creole restaurant,3737 Buffalo Speedway Suite 100,Houston,TX,77098,US,,,https://www.instagram.com/eunicerestaurant,,,4.5,1305,4.3,682,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,squarespacedns.com,Eunice Restaurant,,1,1010,5,15276,331,Home Services,43,1,,,,,,https://g.page/eunicerestaurant,claimed,Restaurants,Houston
Steak 48,17133227448,guestservicesdelmar@steak48.com,outlook.com,https://www.steak48.com/steakhouses/houston/,Steak house,4444 Westheimer Rd,Houston,TX,77027,US,,,https://www.instagram.com/steak48,https://www.twitter.com/steak48,,4.6,4202,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Steak 48,1,1,1046,,81599,33,Restaurant,265,10,,,,,,https://g.page/steak48houston,claimed,Restaurants,Houston
Better Luck Tomorrow,17138020845,info@betterlucktomorrowhou.com,google.com,http://betterlucktomorrowhou.com/,Bar & grill,544 Yale St,Houston,TX,77007,US,,,,,,4.5,1593,4,519,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Better+Luck+Tomorrow/@29.7813244,-95.3985772,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6F8A3F075EB6DF23!8m2!3d29.7813244!4d-95.3985772",claimed,Restaurants,Houston
The Pit Room,12818881929,jilianne@public-content.com,appriver.com,http://www.thepitroombbq.com/,Barbecue restaurant,1201 Richmond Ave.,Houston,TX,77006,US,,,https://www.instagram.com/thepitroom,https://www.twitter.com/thepitroombbq,,4.5,7183,4.3,3327,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,The Pit Room,,1,1019,6,36470,1727,Entrepreneur,53,2,,,,,,"https://maps.google.com/maps/place/The+Pit+Room/@29.7342056,-95.3940574,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xCA2DA00292A20C13!8m2!3d29.7342056!4d-95.3940574",claimed,Restaurants,Houston
Grace's,17137286410,info@gracesonkirby.com,proofpoint.com,http://www.gracesonkirby.com/,American restaurant,3111 Kirby Dr,Houston,TX,77098,US,,,https://www.instagram.com/gracesonkirby,,,4.5,5599,,,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Graces On Kirby,,1,2402,,11186,466,Restaurant,10,1,,,,,,"https://maps.google.com/maps/place/Grace's/@29.7371915,-95.4184553,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x7DD71280857C5F7C!8m2!3d29.7371915!4d-95.4184553",claimed,Restaurants,Houston
Field &amp; Tides,17138616143,tiffany@carpediempr.net,oxcs.net,http://www.fieldandtides.com/,Southern restaurant (US),705 E 11th St,Houston,TX,77008,US,,https://www.facebook.com/fieldandtides,https://www.instagram.com/fieldandtides,,,4.6,1101,4.2,694,5,931,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,cloudflare.com,Field & Tides,,1,1246,7,6983,2196,Restaurants,36,2,,,,,,"https://maps.google.com/maps/place/Field+&amp;+Tides/@29.7910341,-95.3896487,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8F9BCA561422BAD2!8m2!3d29.7910341!4d-95.3896487",claimed,Restaurants,Houston
Kirans,17139608472,info@kiranshouston.com,google.com,http://kiranshouston.com/,Modern Indian restaurant,2925 Richmond Ave. Suite 160,Houston,TX,77098,US,,,https://www.instagram.com/kiranshouston,https://www.twitter.com/kiranshouston,,4.4,2190,,,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Kiran's,,1,390,8,5676,563,Restaurant,50,3,,,,,,https://g.page/KiransRestaurant,claimed,Restaurants,Houston
BB's Tex-Orleans,17135244499,tellbb@bbstexorleans.com,appriver.com,https://bbstexorleans.com/locations/montrose/,Cajun restaurant,515 Westheimer Rd,Houston,TX,77006,US,,https://www.facebook.com/bbstexorleans,https://www.instagram.com/bbstexorleans,https://www.twitter.com/bbstexorleans,https://www.linkedin.com/company/bbstexorleans,4.3,2471,3.7,630,4.2,1304,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,BB's Tex-Orleans,,1,2225,9,41086,857,Restaurant,50,4,1,1,1,1,,https://g.page/BBsHeights,claimed,Restaurants,Houston
